model,provider,tokens_prompt,tokens_completion,tokens_reasoning,finish_reason,generation_time_ms,cost_total
quill-120b,Steadfast,1839,278,263,stop,3169,3.353373
quill-120b,Steadfast,3317,349,318,stop,19327,5.800230
quill-120b,Coreline,2433,458,420,stop,2482,4.875983
quill-120b,Coreline,2880,402,372,stop,2314,5.266936
quill-120b,Fastori,1160,264,246,stop,1385,2.347195
quill-120b,NimbusServe,2220,422,394,stop,5530,4.106296
quill-120b,NimbusServe,2673,345,314,stop,6958,4.809564
quill-120b,Steadfast,2226,400,378,stop,5435,3.955628
quill-120b,Coreline,2703,429,406,stop,2444,4.904168
quill-120b,Fastori,1537,364,341,stop,1521,2.912606
quill-120b,Coreline,2662,312,289,stop,2261,4.202850
quill-120b,Fastori,2373,285,263,stop,1051,3.889497
quill-120b,Coreline,2766,311,291,stop,2624,4.318583
quill-120b,NimbusServe,2585,345,325,stop,7020,4.741635
quill-120b,NimbusServe,2105,381,350,stop,6771,4.250584
quill-120b,Fastori,2225,315,290,stop,1499,3.977741
quill-120b,Coreline,2166,247,236,stop,2442,3.989979
quill-120b,Steadfast,3009,438,410,stop,3900,5.598940
quill-120b,Coreline,2386,314,290,stop,2182,3.770445
quill-120b,NimbusServe,2470,378,348,stop,6118,4.508073
quill-120b,Coreline,2138,365,342,stop,1893,4.112104
quill-120b,Coreline,1941,303,284,stop,2087,3.658171
quill-120b,Coreline,1692,286,269,stop,2416,2.862179
quill-120b,Coreline,2471,442,406,stop,2157,4.185530
quill-120b,Coreline,2902,259,243,stop,2680,4.300876
quill-120b,Coreline,2933,446,407,stop,2560,5.067290
quill-120b,Coreline,2996,367,339,stop,1916,5.290867
quill-120b,Coreline,2614,376,349,stop,2104,4.766616
quill-120b,NimbusServe,2592,287,262,stop,96154,4.671272
quill-120b,NimbusServe,2097,153,144,stop,6482,3.607996
quill-120b,Coreline,2180,246,229,stop,2151,3.379179
quill-120b,Coreline,1830,341,313,stop,1751,3.255521
quill-120b,Coreline,2526,319,296,stop,2108,4.162480
quill-120b,Fastori,2058,356,335,stop,1069,4.021557
quill-120b,Coreline,2155,317,289,stop,3142,3.772666
quill-120b,Fastori,2510,337,312,stop,1409,4.476869
quill-120b,Coreline,1488,348,324,stop,1844,2.940219
quill-120b,Coreline,2322,248,227,stop,2273,3.841537
quill-120b,NimbusServe,3028,427,400,stop,102052,5.030618
quill-120b,Coreline,1814,268,244,stop,2013,3.229664
quill-120b,Coreline,2394,262,245,stop,2733,4.353737
quill-120b,NimbusServe,2775,244,227,stop,5817,4.277914
quill-120b,Fastori,1145,244,224,stop,1108,2.094345
quill-120b,Fastori,2024,350,330,stop,1862,3.965601
quill-120b,Coreline,2851,219,206,stop,2338,4.766222
quill-120b,Coreline,1970,401,365,stop,3147,3.822876
quill-120b,NimbusServe,1866,409,386,stop,7983,3.996112
quill-120b,NimbusServe,2683,241,226,stop,4851,4.117929
quill-120b,Steadfast,2745,354,330,stop,4860,4.808287
quill-120b,Coreline,3268,420,396,stop,2478,5.263541
quill-120b,Fastori,1464,287,260,stop,1534,2.590810
quill-120b,NimbusServe,1840,234,219,stop,6730,3.079038
quill-120b,Coreline,2007,254,237,stop,1743,3.758275
quill-120b,Coreline,2927,208,192,stop,2507,4.756822
quill-120b,NimbusServe,3198,191,172,stop,3792,5.234538
quill-120b,Coreline,2168,312,290,stop,2928,3.716197
quill-120b,Steadfast,1654,219,204,stop,4603,2.631480
quill-120b,Fastori,2924,290,270,stop,1298,5.192473
quill-120b,Coreline,2602,343,325,stop,2483,4.218857
quill-120b,Steadfast,3241,222,205,stop,3800,5.359308
quill-120b,Steadfast,2231,313,285,stop,3636,4.027001
quill-120b,Fastori,2099,204,192,stop,1130,3.455437
quill-120b,NimbusServe,1752,372,351,stop,5932,3.470369
quill-120b,Steadfast,2094,365,347,stop,4109,4.234496
quill-120b,Steadfast,2636,347,326,stop,4800,5.084374
quill-120b,Coreline,2298,188,177,stop,3458,3.799062
quill-120b,Steadfast,1687,400,374,stop,4076,3.133190
quill-120b,NimbusServe,1612,328,298,stop,47710,3.004907
quill-120b,Steadfast,1709,269,250,stop,3603,2.843285
quill-120b,Steadfast,2190,359,332,stop,4220,3.753629
quill-120b,NimbusServe,2112,349,323,stop,4927,4.278129
quill-120b,Steadfast,1964,408,377,stop,3406,3.555917
quill-120b,NimbusServe,2641,355,331,stop,6973,4.858192
quill-120b,Fastori,2053,296,278,stop,1393,3.570528
quill-120b,Steadfast,3380,271,247,stop,3908,5.983505
quill-120b,Steadfast,3167,403,379,stop,3443,5.975679
quill-120b,Steadfast,1892,161,150,stop,4652,3.366755
quill-120b,Fastori,2233,167,156,stop,1576,3.290009
quill-120b,NimbusServe,2241,257,239,stop,6556,3.533175
quill-120b,Fastori,2090,357,331,stop,1661,3.717097
quill-120b,Fastori,2406,435,397,stop,1317,4.334708
quill-120b,NimbusServe,1511,261,241,stop,5424,3.072792
quill-120b,Coreline,2662,368,339,stop,1765,4.715457
quill-120b,Coreline,1849,467,430,stop,2198,3.526958
quill-120b,Steadfast,2208,307,286,stop,3325,4.051902
quill-120b,Coreline,2159,306,280,stop,2208,4.029770
quill-120b,Fastori,3165,262,244,stop,1417,4.786852
quill-120b,NimbusServe,2339,384,359,stop,4900,4.631284
quill-120b,Coreline,1525,281,259,stop,2230,2.624833
quill-120b,Steadfast,3385,345,316,stop,4019,5.581589
quill-120b,Steadfast,2528,422,393,stop,4661,4.640481
quill-120b,Fastori,2886,279,261,stop,1084,4.930609
quill-120b,NimbusServe,2153,260,243,stop,5977,3.595651
quill-120b,Fastori,3450,277,258,stop,1298,5.562763
quill-120b,NimbusServe,3374,348,330,stop,6987,5.899637
quill-120b,NimbusServe,1987,373,339,stop,5832,3.838269
quill-120b,Fastori,2614,174,162,stop,1587,4.448125
quill-120b,Steadfast,2767,412,378,stop,4177,5.083016
quill-120b,Coreline,3303,321,302,stop,2719,5.892626
quill-120b,Fastori,2056,442,415,stop,1275,3.750752
quill-120b,Coreline,1991,299,286,stop,2189,3.812377
quill-120b,Steadfast,1920,222,207,stop,5126,3.541934
quill-120b,Steadfast,2955,343,316,stop,3396,5.392091
quill-120b,NimbusServe,2203,322,301,stop,5852,3.969048
quill-120b,Coreline,3270,364,338,stop,2161,5.884758
quill-120b,Fastori,2572,459,428,stop,1287,5.077861
quill-120b,NimbusServe,2340,298,277,stop,4747,4.417919
quill-120b,NimbusServe,2647,263,240,stop,6784,4.270183
quill-120b,Fastori,3040,266,249,stop,1373,4.927618
quill-120b,NimbusServe,2202,331,314,stop,5552,4.321060
quill-120b,Fastori,2931,294,273,stop,1464,4.675401
quill-120b,Fastori,2422,284,264,stop,1129,4.180099
quill-120b,Coreline,2650,285,268,stop,2893,4.222673
quill-120b,Coreline,2539,251,230,stop,2698,4.354529
quill-120b,Coreline,3236,312,286,stop,2625,5.398008
quill-120b,NimbusServe,1840,376,346,stop,7647,3.411132
quill-120b,NimbusServe,2044,401,377,stop,6107,4.182313
quill-120b,Coreline,2318,384,352,stop,2839,4.011781
quill-120b,Fastori,1820,284,263,stop,1488,3.291314
quill-120b,Fastori,2332,360,333,stop,1650,4.511139
quill-120b,Coreline,2842,383,354,stop,2856,4.728471
quill-120b,Coreline,2880,264,241,stop,2088,4.819789
quill-120b,Fastori,2165,322,300,stop,1264,3.710675
quill-120b,Steadfast,2346,183,165,stop,3491,3.501169
quill-120b,Coreline,2471,356,334,stop,2193,4.258037
quill-120b,Coreline,2303,297,282,stop,1609,4.028547
quill-120b,NimbusServe,2279,239,216,stop,6238,4.064829
quill-120b,Steadfast,2423,413,385,stop,3774,4.267735
quill-120b,Fastori,2703,221,207,stop,1374,3.979935
quill-120b,Coreline,2476,288,267,stop,2155,3.831766
quill-120b,Steadfast,2845,208,196,stop,3232,4.702961
quill-120b,Fastori,2028,296,279,stop,1376,3.442726
quill-120b,NimbusServe,2934,332,310,stop,6168,4.522575
quill-120b,Fastori,3022,250,230,stop,1619,4.611783
quill-120b,NimbusServe,2296,350,327,stop,5636,3.800004
quill-120b,Fastori,2437,184,167,stop,1258,4.182763
quill-120b,Coreline,2251,394,361,stop,3300,4.447576
quill-120b,Fastori,2764,388,362,stop,1096,5.065206
quill-120b,Coreline,2403,358,335,stop,2925,4.534091
quill-120b,NimbusServe,2015,323,305,stop,5778,3.687832
quill-120b,Coreline,2823,369,339,stop,2577,4.943327
quill-120b,Coreline,2987,363,340,stop,2756,4.750777
quill-120b,NimbusServe,1756,365,339,stop,4830,3.162705
quill-120b,Steadfast,1372,278,264,stop,4411,2.768471
quill-120b,Steadfast,2397,314,294,stop,3047,4.358849
quill-120b,Steadfast,2704,262,242,stop,3933,4.241524
quill-120b,NimbusServe,2926,365,343,stop,5782,5.378744
quill-120b,Steadfast,2933,410,378,stop,4322,5.197650
quill-120b,NimbusServe,2041,203,190,stop,6207,3.287799
quill-120b,Fastori,2583,415,389,stop,1591,5.052843
quill-120b,NimbusServe,2441,303,275,stop,6356,4.044371
quill-120b,Steadfast,2622,343,323,stop,3114,4.386156
quill-120b,Coreline,1860,223,209,stop,3001,3.046373
quill-120b,Coreline,1882,331,304,stop,2659,3.851567
quill-120b,NimbusServe,2617,241,226,stop,5636,4.323408
quill-120b,Fastori,2012,232,214,stop,1455,3.656710
quill-120b,Coreline,2678,304,279,stop,2868,4.185201
quill-120b,Steadfast,2128,447,419,stop,3713,4.386788
quill-120b,Coreline,1945,317,289,stop,2488,3.520904
quill-120b,Fastori,2248,326,304,stop,1640,4.278116
quill-120b,NimbusServe,2121,376,352,stop,5433,4.336707
quill-120b,Steadfast,2006,335,313,stop,4165,3.975762
quill-120b,Steadfast,2799,274,256,stop,3700,4.238292
quill-120b,Coreline,1496,335,304,stop,2736,2.959656
quill-120b,Fastori,2585,258,244,stop,1455,4.248252
quill-120b,Fastori,1237,315,297,stop,1402,2.762074
quill-120b,Coreline,2672,257,239,stop,3064,4.111234
quill-120b,NimbusServe,2569,282,262,stop,67061,4.694233
quill-120b,NimbusServe,2012,345,311,stop,6568,3.934792
quill-120b,Fastori,2332,257,239,stop,1467,3.904578
quill-120b,Steadfast,1988,352,324,stop,3332,3.917365
quill-120b,NimbusServe,1670,303,280,stop,6390,3.120058
quill-120b,Steadfast,1732,308,284,stop,3910,3.220466
quill-120b,NimbusServe,3133,339,310,stop,60650,5.723652
quill-120b,Fastori,2133,364,334,stop,1418,4.126521
quill-120b,Fastori,2751,312,293,stop,1598,5.018065
quill-120b,NimbusServe,3055,268,252,stop,5322,5.020659
quill-120b,NimbusServe,2588,391,363,stop,65577,4.273041
quill-120b,Steadfast,2555,355,332,stop,3946,4.919286
quill-120b,Coreline,3302,363,338,stop,2091,5.697932
quill-120b,Coreline,2264,279,258,stop,3041,3.703160
quill-120b,NimbusServe,2543,318,293,stop,5609,4.773834
quill-120b,NimbusServe,2050,331,310,stop,7054,3.865151
quill-120b,Steadfast,3602,284,265,stop,4931,5.954025
quill-120b,Steadfast,1832,319,296,stop,4113,3.449480
quill-120b,Fastori,2847,203,189,stop,1678,4.831756
quill-120b,NimbusServe,1933,244,223,stop,89291,3.587636
quill-120b,Steadfast,2236,263,243,stop,4583,3.890758
quill-120b,NimbusServe,2102,369,348,stop,6219,3.858087
quill-120b,Steadfast,1973,264,244,stop,3967,3.344009
quill-120b,Steadfast,2909,441,399,stop,4380,4.838987
quill-120b,Fastori,2368,317,300,stop,1509,3.897061
quill-120b,NimbusServe,2925,338,307,stop,6766,4.929569
quill-120b,Fastori,2571,280,259,stop,1346,4.670076
quill-120b,Fastori,1982,363,339,stop,1517,3.788704
quill-120b,Fastori,2046,412,384,stop,945,4.299468
quill-120b,NimbusServe,1678,285,266,stop,4764,2.906626
quill-120b,Coreline,2643,352,331,stop,2791,4.650706
quill-120b,Coreline,1354,317,293,stop,3127,2.528875
quill-120b,NimbusServe,2434,330,306,length,6120,4.134096
quill-120b,Fastori,2412,318,303,stop,1425,4.369067
quill-120b,Coreline,2471,277,257,stop,14974,4.235373
quill-120b,Steadfast,2299,392,372,stop,3812,4.414664
quill-120b,Fastori,2053,327,311,stop,988,3.646332
quill-120b,Steadfast,2543,298,278,stop,3196,4.445261
quill-120b,Steadfast,2445,385,359,stop,3590,4.364477
quill-120b,Fastori,2986,368,340,stop,1408,5.261430
quill-120b,NimbusServe,1506,369,343,stop,5585,3.079729
quill-120b,Coreline,2110,391,369,stop,2434,3.961441
quill-120b,Steadfast,2521,353,322,stop,4550,4.615814
quill-120b,Fastori,1508,313,292,stop,1617,2.662798
quill-120b,Fastori,1669,365,341,stop,1529,3.296870
quill-120b,Steadfast,1831,359,335,stop,3415,3.596730
quill-120b,Fastori,2503,301,283,stop,1772,4.324349
quill-120b,Steadfast,1585,301,285,stop,5139,3.086776
quill-120b,Fastori,2462,288,267,stop,1326,4.446463
quill-120b,Fastori,2257,427,396,stop,1338,4.290691
quill-120b,Fastori,2826,340,312,stop,1191,4.546329
quill-120b,Fastori,2872,368,336,stop,1300,5.192669
quill-120b,Coreline,1303,361,338,stop,2261,2.589866
quill-120b,Coreline,2259,255,244,stop,2859,3.942220
quill-120b,Coreline,2429,394,376,stop,2449,4.888858
quill-120b,Steadfast,3193,311,285,stop,3732,5.819632
quill-120b,NimbusServe,1677,408,372,stop,4511,3.265067
quill-120b,NimbusServe,1613,279,261,stop,4863,2.722316
quill-120b,Fastori,2995,278,258,stop,1008,4.929400
quill-120b,Steadfast,2530,336,307,stop,4313,4.745624
quill-120b,Coreline,2176,397,371,stop,2840,4.451623
quill-120b,Fastori,1853,342,322,stop,1260,3.745007
quill-120b,Coreline,3446,397,364,stop,2488,6.191656
quill-120b,Steadfast,2686,391,360,stop,3492,5.182732
quill-120b,Fastori,1318,298,280,stop,1139,2.707019
quill-120b,Coreline,2670,276,250,stop,2910,4.583020
quill-120b,NimbusServe,1769,360,339,stop,5915,3.354157
quill-120b,NimbusServe,1973,310,286,stop,7991,3.733608
quill-120b,NimbusServe,2415,154,146,stop,5358,3.732452
quill-120b,NimbusServe,2897,347,329,stop,6509,5.289939
quill-120b,NimbusServe,1196,332,312,stop,61049,2.730301
quill-120b,Coreline,1768,369,339,stop,3425,3.328574
quill-120b,Fastori,2691,230,216,stop,1374,4.350312
quill-120b,NimbusServe,1705,370,340,stop,5168,3.626856
quill-120b,NimbusServe,3077,309,286,stop,7911,5.309500
quill-120b,NimbusServe,1980,389,359,stop,7452,3.541323
quill-120b,NimbusServe,2687,283,263,stop,5137,4.639303
quill-120b,Fastori,2749,362,331,stop,1730,4.405434
quill-120b,Fastori,2451,244,229,stop,1209,4.354337
quill-120b,Steadfast,2931,373,344,stop,3808,5.169400
quill-120b,Coreline,1889,266,244,stop,2871,3.538389
quill-120b,Steadfast,2691,208,192,stop,4844,4.079065
quill-120b,Coreline,2232,273,256,stop,2187,4.099600
quill-120b,Coreline,2600,241,223,stop,2773,4.008129
quill-120b,NimbusServe,3353,258,240,stop,5195,5.033726
quill-120b,Steadfast,1507,273,252,stop,4908,3.024104
quill-120b,Steadfast,3026,323,296,stop,3654,5.045411
quill-120b,Steadfast,1693,290,277,stop,4101,3.101738
quill-120b,NimbusServe,2639,409,381,stop,90079,4.867043
quill-120b,Steadfast,2491,429,396,stop,4673,4.427368
quill-120b,Fastori,2670,351,330,stop,9135,5.126934
quill-120b,Fastori,1973,302,281,length,1115,3.784181
quill-120b,Coreline,2030,401,371,stop,2805,3.979274
quill-120b,Fastori,2094,354,331,stop,1460,4.279168
quill-120b,Fastori,3172,320,303,stop,1679,4.844655
quill-120b,Coreline,2286,217,205,stop,2710,3.654274
quill-120b,Steadfast,1954,280,265,stop,3572,3.483378
quill-120b,Steadfast,2293,381,351,stop,4595,4.142264
quill-120b,NimbusServe,3229,341,312,stop,112729,5.955950
quill-120b,Coreline,2168,266,244,stop,2328,3.611037
quill-120b,Coreline,2168,382,352,stop,2301,3.829882
quill-120b,Steadfast,3418,449,419,stop,3480,5.503271
quill-120b,Fastori,2088,332,304,stop,1421,3.478973
quill-120b,Steadfast,2803,259,239,stop,4350,4.866144
quill-120b,NimbusServe,2310,292,275,stop,7128,4.304917
quill-120b,Coreline,2367,298,278,stop,3239,4.421671
quill-120b,NimbusServe,1935,407,376,stop,64137,3.892192
quill-120b,Steadfast,2492,319,301,stop,3709,3.993262
quill-120b,NimbusServe,1816,381,359,stop,7260,3.903375
quill-120b,Fastori,1678,326,303,stop,1490,3.148794
quill-120b,NimbusServe,2854,271,253,stop,5958,4.441248
quill-120b,Fastori,1933,357,332,stop,1224,3.313983
quill-120b,Coreline,2048,300,282,stop,2855,3.974481
quill-120b,NimbusServe,3244,289,269,stop,7159,5.692555
quill-120b,NimbusServe,2815,367,346,stop,6716,4.700757
quill-120b,Fastori,2871,282,264,stop,1409,4.830651
quill-120b,Fastori,2728,314,295,stop,1290,4.232456
quill-120b,NimbusServe,2074,285,269,stop,4904,3.785074
quill-120b,Coreline,1493,330,306,stop,2604,2.903567
quill-120b,NimbusServe,3300,314,291,stop,5363,5.290260
quill-120b,Fastori,3528,206,186,stop,1378,5.913228
quill-120b,NimbusServe,1927,276,259,stop,71895,3.673093
quill-120b,Fastori,2511,349,331,stop,1871,4.258987
quill-120b,Coreline,1896,315,285,stop,2065,3.703165
quill-120b,Steadfast,1770,175,165,stop,4004,2.662083
quill-120b,NimbusServe,1885,275,257,stop,5336,3.236691
quill-120b,Fastori,3139,385,354,stop,1276,5.776806
quill-120b,Steadfast,2911,169,158,stop,4277,4.402273
quill-120b,NimbusServe,2723,409,381,stop,6703,5.336508
quill-120b,Fastori,2694,363,338,stop,1021,4.538180
quill-120b,NimbusServe,2418,400,374,stop,4027,4.408816
quill-120b,NimbusServe,2638,335,313,stop,85314,4.532005
quill-120b,Steadfast,2009,167,154,stop,3306,3.074458
quill-120b,Steadfast,2553,299,279,stop,3785,4.082423
quill-120b,Fastori,2137,351,338,stop,6192,3.996057
quill-120b,Steadfast,1977,227,214,stop,3867,3.186153
quill-120b,Coreline,2049,295,270,stop,2276,3.452166
quill-120b,Coreline,2875,327,302,stop,2591,5.119360
quill-120b,Fastori,1587,331,307,stop,1563,3.283540
quill-120b,NimbusServe,1937,383,355,stop,106439,4.023796
quill-120b,Fastori,3367,347,325,stop,1583,5.722184
quill-120b,NimbusServe,2157,447,423,stop,6386,3.828503
quill-120b,Steadfast,1864,384,357,stop,4010,3.789790
quill-120b,NimbusServe,1901,256,239,stop,7446,3.275833
quill-120b,Steadfast,2357,457,418,stop,4449,4.719928
quill-120b,NimbusServe,3314,328,307,stop,6593,5.874338
quill-120b,Fastori,2071,300,281,stop,1287,3.835022
quill-120b,Fastori,1872,454,428,stop,1358,4.054900
quill-120b,Steadfast,2299,362,345,stop,4500,4.129976
quill-120b,Fastori,2020,404,364,stop,9750,3.601806
quill-120b,NimbusServe,2772,333,310,stop,109008,4.577502
quill-120b,NimbusServe,1810,435,401,stop,4142,3.395092
quill-120b,Fastori,2808,310,288,stop,1295,4.627380
quill-120b,Steadfast,2600,331,310,stop,4189,4.585390
quill-120b,Coreline,3173,277,260,stop,2021,5.148912
quill-120b,NimbusServe,2410,230,209,stop,6332,3.771789
quill-120b,NimbusServe,3400,404,374,stop,5482,5.559953
quill-120b,Steadfast,1226,296,276,stop,3202,2.382406
quill-120b,NimbusServe,2492,332,313,stop,7091,4.574955
quill-120b,Steadfast,2862,300,275,stop,4957,4.469516
quill-120b,Steadfast,2657,350,320,stop,3605,5.032400
quill-120b,NimbusServe,2664,330,306,stop,6323,4.364806
quill-120b,Coreline,2395,362,335,stop,2132,4.031004
quill-120b,Fastori,3165,427,399,stop,1270,5.230499
quill-120b,Fastori,2817,372,350,stop,1516,5.029914
quill-120b,Steadfast,3158,175,165,stop,4632,5.034792
quill-120b,Steadfast,2375,391,369,stop,4684,4.335149
quill-120b,Fastori,3017,344,312,stop,1610,4.679367
quill-120b,Steadfast,2474,296,274,stop,3995,4.169955
quill-120b,NimbusServe,2330,262,243,stop,4488,3.976366
quill-120b,Steadfast,1968,284,265,stop,3353,3.661735
quill-120b,Steadfast,1338,305,280,stop,3941,2.823974
quill-120b,NimbusServe,2655,362,336,stop,5657,4.248184
quill-120b,Fastori,3419,315,293,stop,1135,5.473675
quill-120b,Coreline,2539,464,433,stop,3148,4.997295
quill-120b,Coreline,3298,277,258,stop,2336,5.626346
quill-120b,Steadfast,2259,390,358,stop,3284,4.354588
quill-120b,Fastori,2637,262,241,stop,1458,4.040003
quill-120b,Steadfast,2240,305,285,stop,4128,3.942830
quill-120b,Fastori,1866,367,341,stop,1151,3.368084
quill-120b,NimbusServe,2833,304,280,stop,61916,4.438529
quill-120b,Fastori,1862,368,344,stop,1758,3.925714
quill-120b,Fastori,2352,312,289,stop,1624,3.887954
quill-120b,Steadfast,2220,237,219,stop,3507,3.613566
quill-120b,Coreline,3208,381,347,stop,2819,5.334712
quill-120b,Steadfast,3393,237,221,stop,3882,5.060571
quill-120b,Coreline,1410,313,286,stop,2605,3.030515
quill-120b,Fastori,2245,215,203,stop,1673,4.091222
quill-120b,Coreline,2077,287,272,stop,2729,3.866495
quill-120b,Coreline,2162,327,301,stop,2868,3.918813
quill-120b,Steadfast,2077,206,191,stop,4809,3.768691
quill-120b,NimbusServe,3106,287,263,stop,5291,5.147390
quill-120b,Steadfast,2943,281,264,stop,4373,4.500146
quill-120b,Fastori,2583,380,347,stop,1107,4.195828
quill-120b,Coreline,2174,461,432,stop,3031,4.651387
quill-120b,NimbusServe,2420,360,331,stop,6447,4.011843
quill-120b,Fastori,3111,359,338,stop,1514,5.037612
quill-120b,NimbusServe,2779,310,291,stop,6951,4.756275
quill-120b,Coreline,2514,441,401,stop,3180,4.642439
quill-120b,NimbusServe,3598,302,286,stop,5464,5.385145
quill-120b,Steadfast,2269,353,336,stop,4642,3.732138
quill-120b,NimbusServe,2915,281,262,stop,6341,5.074464
quill-120b,Fastori,1550,211,194,stop,1677,2.698602
quill-120b,Coreline,2181,364,333,stop,2704,3.849276
quill-120b,Fastori,2505,297,276,stop,1484,4.669326
quill-120b,Coreline,1894,332,310,stop,2790,3.755293
quill-120b,Coreline,2783,314,291,stop,3052,5.009812
quill-120b,Coreline,1231,335,304,stop,2803,2.638277
quill-120b,Coreline,2077,485,454,stop,3025,4.156069
quill-120b,NimbusServe,2176,341,323,stop,62964,4.304862
quill-120b,Coreline,1875,195,184,stop,2243,3.180587
quill-120b,Coreline,1984,387,356,stop,1504,3.672850
quill-120b,Coreline,2036,425,396,stop,1966,4.172156
quill-120b,NimbusServe,2340,393,365,stop,5986,4.480570
quill-120b,Steadfast,1018,326,297,stop,4174,2.436574
quill-120b,NimbusServe,2480,250,230,stop,74859,4.287930
quill-120b,Fastori,1917,378,352,stop,1280,3.965465
quill-120b,Fastori,2095,292,272,stop,1810,3.836172
quill-120b,Coreline,2387,307,281,stop,2957,4.326817
quill-120b,Fastori,2746,311,290,stop,1893,5.119970
quill-120b,Fastori,2450,295,275,stop,1923,4.521855
quill-120b,Coreline,1962,431,408,stop,2504,4.101140
quill-120b,Fastori,2458,319,295,stop,1196,4.518056
quill-120b,Steadfast,2021,294,274,stop,12909,3.432919
quill-120b,NimbusServe,3009,197,183,stop,5717,4.914611
quill-120b,NimbusServe,2308,234,213,stop,6200,3.896393
quill-120b,Fastori,2560,376,356,stop,1502,5.040482
quill-120b,NimbusServe,2042,292,274,stop,5810,3.704453
quill-120b,NimbusServe,2458,379,353,stop,5130,4.845632
quill-120b,Steadfast,1073,290,270,stop,3136,2.307838
quill-120b,Coreline,2023,282,260,stop,2753,3.341947
quill-120b,Fastori,2130,294,277,stop,1272,4.020032
quill-120b,Steadfast,3105,238,221,stop,4222,4.940215
quill-120b,Fastori,3300,427,392,stop,1756,6.056858
quill-120b,NimbusServe,2316,299,275,stop,7321,3.874988
quill-120b,Coreline,3034,280,255,stop,2342,4.946419
quill-120b,NimbusServe,2756,393,366,stop,61150,4.909168
quill-120b,Coreline,2314,321,299,stop,2148,4.372423
quill-120b,Coreline,1943,340,317,stop,2327,3.429292
quill-120b,Fastori,2555,368,337,stop,1084,4.882146
quill-120b,NimbusServe,3090,293,275,stop,7312,5.421474
quill-120b,Fastori,3372,255,239,stop,1390,4.881298
quill-120b,Steadfast,3020,292,272,stop,3345,4.597692
quill-120b,Steadfast,2410,338,311,stop,3654,4.357997
quill-120b,Coreline,2173,366,342,stop,2378,3.764364
quill-120b,Fastori,1769,284,265,stop,1220,3.398874
quill-120b,Fastori,1443,461,438,stop,971,3.094091
quill-120b,NimbusServe,2784,257,242,stop,5650,4.672560
quill-120b,Steadfast,1743,332,299,stop,4567,3.252561
quill-120b,NimbusServe,2598,296,269,stop,114856,4.193192
quill-120b,Coreline,1477,380,349,stop,2076,3.304112
quill-120b,Steadfast,2094,361,341,stop,3511,3.838560
quill-120b,Steadfast,3033,345,323,stop,4292,4.675695
quill-120b,Steadfast,1370,272,255,stop,4263,2.527102
quill-120b,Coreline,2202,251,234,stop,2905,3.443391
quill-120b,Steadfast,1904,198,184,stop,4330,3.441827
quill-120b,Fastori,3020,301,281,stop,1106,5.399664
quill-120b,NimbusServe,2884,257,239,stop,6243,4.905174
quill-120b,NimbusServe,2483,375,354,stop,5259,4.707724
quill-120b,NimbusServe,2433,309,285,stop,6022,4.635517
quill-120b,Coreline,2874,359,331,stop,3071,4.548649
quill-120b,Steadfast,2136,278,259,stop,4488,4.105462
quill-120b,Steadfast,2541,370,336,stop,4071,4.915806
quill-120b,Steadfast,2508,343,318,stop,3353,4.462116
quill-120b,Coreline,1726,293,274,stop,2374,3.073415
quill-120b,Steadfast,2094,297,277,stop,3933,3.390835
quill-120b,NimbusServe,2194,392,369,stop,4903,4.132594
quill-120b,Coreline,2404,393,367,stop,2824,4.672737
quill-120b,Coreline,2122,229,213,stop,2318,3.875656
quill-120b,Steadfast,1802,373,340,stop,3187,3.798371
quill-120b,Fastori,1790,337,316,stop,1677,3.660268
quill-120b,Steadfast,1680,231,216,stop,3599,3.138297
quill-120b,Fastori,2646,269,251,stop,1399,4.673692
quill-120b,Coreline,2449,264,241,stop,2409,4.398591
quill-120b,Steadfast,2911,358,333,stop,4099,4.618621
quill-120b,Coreline,2146,284,262,stop,2818,3.644306
quill-120b,Steadfast,1712,179,168,stop,3256,2.691092
quill-120b,Fastori,2500,229,214,stop,1825,3.956108
quill-120b,NimbusServe,2097,304,282,stop,6440,3.584034
quill-120b,Steadfast,2794,399,378,stop,5122,5.261564
quill-120b,Coreline,2492,281,261,stop,2457,4.167257
quill-120b,Steadfast,1792,265,253,stop,4391,3.341622
quill-120b,Steadfast,2657,306,287,stop,4630,4.260138
quill-120b,Coreline,2795,454,421,stop,2338,4.988245
quill-120b,Steadfast,1569,339,312,stop,4731,3.045007
quill-120b,Fastori,1292,314,291,stop,1171,2.650024
quill-120b,Coreline,2021,306,282,stop,1993,3.912390
quill-120b,NimbusServe,2024,358,323,stop,5969,3.938714
quill-120b,Fastori,2568,267,246,stop,1849,4.692413
quill-120b,Coreline,1927,336,309,stop,1879,3.588136
quill-120b,NimbusServe,2455,478,450,stop,5762,5.122381
quill-120b,NimbusServe,2808,259,241,stop,6753,4.953917
quill-120b,Fastori,2240,408,384,stop,1423,3.827523
quill-120b,NimbusServe,2655,283,264,stop,4958,4.319782
quill-120b,NimbusServe,2247,211,197,stop,52058,3.862026
quill-120b,NimbusServe,2706,449,410,stop,6437,5.320157
quill-120b,Steadfast,2491,327,303,stop,4066,4.584084
quill-120b,Steadfast,3290,268,251,stop,4729,5.073652
quill-120b,Fastori,3005,337,317,stop,1116,4.907551
quill-120b,Coreline,2054,238,219,stop,2181,3.393679
quill-120b,Coreline,2834,268,248,stop,2565,4.614562
quill-120b,Steadfast,1924,287,271,stop,3783,3.196772
